Iteracion,AVG1,AVG2,AVG3,Mejor Costo,Peor Costo,Mejor Promedio,Píldora,Posición,Nombre del Hilo
Iteración No. 10,131.8,NaN,NaN,67.0,198.0,98.96969696969697,26,32,Hilo 1
Iteración No. 10,131.8,NaN,NaN,67.0,198.0,98.96969696969697,27,33,Hilo 1
Iteración No. 10,131.8,NaN,NaN,67.0,198.0,98.96969696969697,32,34,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,1,1,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,5,2,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,11,3,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,3,4,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,6,5,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,7,6,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,2,7,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,4,8,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,10,9,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,12,10,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,8,11,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,9,12,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,22,13,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,19,14,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,21,15,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,17,16,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,20,17,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,24,18,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,16,19,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,15,20,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,18,21,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,23,22,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,13,23,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,14,24,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,33,25,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,28,26,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,29,27,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,27,28,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,25,29,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,35,30,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,31,31,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,30,32,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,32,33,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,34,34,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,36,35,Hilo 1
Iteración No. 11,179.9,NaN,NaN,68.0,302.0,99.05714285714286,26,36,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,1,1,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,6,2,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,12,3,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,11,4,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,3,5,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,9,6,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,5,7,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,7,8,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,8,9,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,4,10,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,2,11,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,10,12,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,17,13,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,22,14,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,13,15,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,20,16,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,16,17,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,23,18,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,15,19,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,14,20,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,18,21,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,19,22,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,21,23,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,24,24,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,27,25,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,28,26,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,25,27,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,36,28,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,26,29,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,33,30,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,29,31,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,30,32,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,31,33,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,35,34,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,32,35,Hilo 1
Iteración No. 12,155.2,NaN,NaN,67.0,257.0,99.08571428571429,34,36,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,1,1,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,3,2,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,8,3,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,2,4,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,10,5,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,7,6,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,6,7,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,4,8,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,5,9,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,12,10,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,9,11,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,13,12,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,15,13,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,17,14,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,21,15,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,18,16,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,22,17,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,14,18,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,16,19,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,20,20,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,19,21,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,24,22,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,28,23,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,32,24,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,29,25,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,30,26,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,26,27,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,27,28,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,33,29,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,31,30,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,36,31,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,34,32,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,25,33,Hilo 1
Iteración No. 13,98.5,NaN,NaN,33.0,167.0,100.0,35,34,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,1,1,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,11,2,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,10,3,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,7,4,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,3,5,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,5,6,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,9,7,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,6,8,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,4,9,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,8,10,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,2,11,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,13,12,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,14,13,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,21,14,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,16,15,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,20,16,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,15,17,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,22,18,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,23,19,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,19,20,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,17,21,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,18,22,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,32,23,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,25,24,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,28,25,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,29,26,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,30,27,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,34,28,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,35,29,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,33,30,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,27,31,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,26,32,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,36,33,Hilo 1
Iteración No. 14,140.2,NaN,NaN,63.0,228.0,99.0909090909091,31,34,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,1,1,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,9,2,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,4,3,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,2,4,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,5,5,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,3,6,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,6,7,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,7,8,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,8,9,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,12,10,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,10,11,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,23,12,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,17,13,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,19,14,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,14,15,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,24,16,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,16,17,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,15,18,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,13,19,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,20,20,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,21,21,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,22,22,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,25,23,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,35,24,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,28,25,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,26,26,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,29,27,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,31,28,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,36,29,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,27,30,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,30,31,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,32,32,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,33,33,Hilo 1
Iteración No. 15,140.3,NaN,NaN,33.0,290.0,100.0,34,34,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,1,1,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,4,2,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,2,3,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,3,4,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,5,5,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,11,6,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,12,7,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,6,8,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,9,9,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,7,10,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,8,11,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,20,12,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,13,13,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,15,14,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,22,15,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,17,16,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,16,17,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,14,18,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,24,19,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,18,20,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,19,21,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,23,22,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,34,23,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,32,24,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,35,25,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,25,26,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,31,27,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,27,28,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,36,29,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,30,30,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,26,31,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,29,32,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,33,33,Hilo 1
Iteración No. 16,149.6,NaN,NaN,33.0,228.0,100.0,28,34,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,1,1,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,3,2,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,7,3,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,11,4,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,10,5,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,5,6,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,6,7,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,2,8,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,9,9,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,4,10,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,8,11,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,12,12,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,15,13,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,17,14,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,21,15,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,13,16,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,23,17,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,20,18,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,16,19,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,24,20,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,14,21,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,19,22,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,18,23,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,22,24,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,30,25,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,27,26,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,35,27,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,31,28,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,25,29,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,36,30,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,28,31,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,26,32,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,29,33,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,34,34,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,32,35,Hilo 1
Iteración No. 17,165.3,NaN,NaN,100.0,263.0,98.14285714285714,33,36,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,1,1,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,9,2,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,10,3,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,3,4,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,5,5,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,2,6,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,6,7,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,7,8,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,11,9,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,4,10,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,12,11,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,24,12,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,15,13,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,13,14,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,21,15,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,16,16,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,18,17,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,14,18,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,19,19,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,20,20,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,17,21,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,22,22,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,32,23,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,33,24,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,31,25,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,27,26,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,36,27,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,25,28,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,35,29,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,26,30,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,29,31,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,30,32,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,34,33,Hilo 1
Iteración No. 18,121.0,NaN,NaN,33.0,194.0,100.0,28,34,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,1,1,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,8,2,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,3,3,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,9,4,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,4,5,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,7,6,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,6,7,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,2,8,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,11,9,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,12,10,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,5,11,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,14,12,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,15,13,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,22,14,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,18,15,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,20,16,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,17,17,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,23,18,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,21,19,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,16,20,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,19,21,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,24,22,Hilo 1
