Iteracion,AVG1,AVG2,AVG3,Mejor Costo,Peor Costo,Mejor Promedio,Píldora,Posición,Nombre del Hilo
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,33,23,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,35,24,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,27,25,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,25,26,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,34,27,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,36,28,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,30,29,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,29,30,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,26,31,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,28,32,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,32,33,Hilo 1
Iteración No. 19,123.7,NaN,NaN,33.0,303.0,100.0,31,34,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,1,1,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,10,2,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,5,3,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,3,4,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,9,5,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,11,6,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,12,7,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,6,8,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,7,9,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,2,10,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,8,11,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,23,12,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,21,13,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,18,14,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,15,15,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,17,16,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,14,17,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,20,18,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,16,19,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,13,20,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,24,21,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,19,22,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,22,23,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,26,24,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,25,25,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,35,26,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,34,27,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,27,28,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,36,29,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,28,30,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,30,31,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,32,32,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,29,33,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,31,34,Hilo 1
Iteración No. 20,161.1,NaN,NaN,69.0,263.0,98.97058823529412,33,35,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,1,1,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,3,2,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,4,3,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,12,4,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,9,5,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,7,6,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,10,7,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,5,8,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,8,9,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,11,10,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,2,11,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,18,12,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,13,13,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,20,14,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,21,15,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,14,16,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,15,17,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,19,18,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,16,19,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,17,20,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,22,21,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,24,22,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,33,23,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,27,24,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,29,25,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,26,26,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,31,27,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,32,28,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,35,29,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,36,30,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,28,31,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,25,32,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,30,33,Hilo 1
Iteración No. 21,161.8,NaN,NaN,33.0,292.0,100.0,34,34,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,1,1,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,8,2,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,2,3,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,6,4,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,5,5,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,7,6,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,11,7,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,9,8,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,4,9,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,10,10,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,3,11,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,19,12,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,14,13,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,20,14,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,17,15,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,18,16,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,13,17,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,23,18,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,16,19,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,21,20,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,22,21,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,15,22,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,24,23,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,25,24,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,28,25,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,32,26,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,26,27,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,33,28,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,34,29,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,27,30,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,30,31,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,31,32,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,35,33,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,29,34,Hilo 1
Iteración No. 22,161.5,NaN,NaN,98.0,230.0,98.11764705882354,36,35,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,1,1,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,3,2,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,8,3,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,2,4,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,5,5,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,12,6,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,7,7,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,4,8,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,10,9,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,11,10,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,6,11,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,16,12,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,20,13,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,14,14,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,17,15,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,13,16,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,15,17,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,21,18,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,18,19,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,23,20,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,19,21,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,22,22,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,27,23,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,25,24,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,26,25,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,31,26,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,32,27,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,34,28,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,30,29,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,36,30,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,28,31,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,29,32,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,33,33,Hilo 1
Iteración No. 23,164.2,NaN,NaN,33.0,291.0,100.0,35,34,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,1,1,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,11,2,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,2,3,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,3,4,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,4,5,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,9,6,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,6,7,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,7,8,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,5,9,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,8,10,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,12,11,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,10,12,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,22,13,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,18,14,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,21,15,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,14,16,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,15,17,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,17,18,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,23,19,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,24,20,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,16,21,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,13,22,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,19,23,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,20,24,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,34,25,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,35,26,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,36,27,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,31,28,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,29,29,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,33,30,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,25,31,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,28,32,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,32,33,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,30,34,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,27,35,Hilo 1
Iteración No. 24,124.5,NaN,NaN,69.0,196.0,99.02857142857142,26,36,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,1,1,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,2,2,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,6,3,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,5,4,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,8,5,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,3,6,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,7,7,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,11,8,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,4,9,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,9,10,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,10,11,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,13,12,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,22,13,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,16,14,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,19,15,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,14,16,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,15,17,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,17,18,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,21,19,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,18,20,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,20,21,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,24,22,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,28,23,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,35,24,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,25,25,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,26,26,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,27,27,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,32,28,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,30,29,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,29,30,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,31,31,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,33,32,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,34,33,Hilo 1
Iteración No. 25,131.5,NaN,NaN,33.0,199.0,100.0,36,34,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,1,1,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,6,2,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,10,3,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,2,4,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,9,5,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,4,6,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,12,7,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,3,8,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,7,9,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,5,10,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,11,11,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,19,12,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,14,13,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,15,14,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,13,15,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,20,16,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,24,17,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,22,18,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,18,19,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,16,20,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,17,21,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,21,22,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,26,23,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,35,24,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,28,25,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,31,26,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,27,27,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,36,28,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,32,29,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,30,30,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,29,31,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,25,32,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,33,33,Hilo 1
Iteración No. 26,131.8,NaN,NaN,68.0,196.0,98.93939393939394,34,34,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,1,1,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,2,2,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,4,3,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,6,4,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,5,5,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,3,6,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,9,7,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,8,8,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,11,9,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,10,10,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,12,11,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,17,12,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,18,13,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,20,14,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,22,15,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,15,16,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,13,17,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,14,18,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,23,19,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,24,20,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,16,21,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,19,22,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,25,23,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,27,24,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,30,25,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,31,26,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,34,27,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,35,28,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,26,29,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,28,30,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,29,31,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,36,32,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,33,33,Hilo 1
Iteración No. 27,162.6,NaN,NaN,33.0,268.0,100.0,32,34,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,1,1,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,5,2,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,8,3,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,3,4,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,2,5,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,7,6,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,6,7,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,9,8,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,4,9,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,12,10,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,10,11,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,23,12,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,18,13,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,14,14,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,19,15,Hilo 1
Iteración No. 28,145.5,NaN,NaN,33.0,226.0,100.0,13,16,Hilo 1
