No. De Iteración,ID Aprendíz,No. De Elementos,Costo de la ruta,Promedio,Valor de la Píldora,Posición
Iteración No. 1,Aprendiz 3,35,201,95.08823529,4,9
Iteración No. 1,Aprendiz 3,35,201,95.08823529,11,10
Iteración No. 1,Aprendiz 3,35,201,95.08823529,3,11
Iteración No. 1,Aprendiz 3,35,201,95.08823529,22,12
Iteración No. 1,Aprendiz 3,35,201,95.08823529,13,13
Iteración No. 1,Aprendiz 3,35,201,95.08823529,17,14
Iteración No. 1,Aprendiz 3,35,201,95.08823529,21,15
Iteración No. 1,Aprendiz 3,35,201,95.08823529,23,16
Iteración No. 1,Aprendiz 3,35,201,95.08823529,19,17
Iteración No. 1,Aprendiz 3,35,201,95.08823529,15,18
Iteración No. 1,Aprendiz 3,35,201,95.08823529,14,19
Iteración No. 1,Aprendiz 3,35,201,95.08823529,24,20
Iteración No. 1,Aprendiz 3,35,201,95.08823529,18,21
Iteración No. 1,Aprendiz 3,35,201,95.08823529,16,22
Iteración No. 1,Aprendiz 3,35,201,95.08823529,20,23
Iteración No. 1,Aprendiz 3,35,201,95.08823529,28,24
Iteración No. 1,Aprendiz 3,35,201,95.08823529,29,25
Iteración No. 1,Aprendiz 3,35,201,95.08823529,25,26
Iteración No. 1,Aprendiz 3,35,201,95.08823529,32,27
Iteración No. 1,Aprendiz 3,35,201,95.08823529,34,28
Iteración No. 1,Aprendiz 3,35,201,95.08823529,33,29
Iteración No. 1,Aprendiz 3,35,201,95.08823529,30,30
Iteración No. 1,Aprendiz 3,35,201,95.08823529,31,31
Iteración No. 1,Aprendiz 3,35,201,95.08823529,26,32
Iteración No. 1,Aprendiz 3,35,201,95.08823529,35,33
Iteración No. 1,Aprendiz 3,35,201,95.08823529,27,34
Iteración No. 1,Aprendiz 3,35,201,95.08823529,36,35
,,,,,,
Iteración No. 1,Aprendiz 4,36,101,98.11428571,1,1
Iteración No. 1,Aprendiz 4,36,101,98.11428571,12,2
Iteración No. 1,Aprendiz 4,36,101,98.11428571,4,3
Iteración No. 1,Aprendiz 4,36,101,98.11428571,3,4
Iteración No. 1,Aprendiz 4,36,101,98.11428571,11,5
Iteración No. 1,Aprendiz 4,36,101,98.11428571,10,6
Iteración No. 1,Aprendiz 4,36,101,98.11428571,2,7
Iteración No. 1,Aprendiz 4,36,101,98.11428571,7,8
Iteración No. 1,Aprendiz 4,36,101,98.11428571,5,9
Iteración No. 1,Aprendiz 4,36,101,98.11428571,9,10
Iteración No. 1,Aprendiz 4,36,101,98.11428571,8,11
Iteración No. 1,Aprendiz 4,36,101,98.11428571,6,12
Iteración No. 1,Aprendiz 4,36,101,98.11428571,17,13
Iteración No. 1,Aprendiz 4,36,101,98.11428571,24,14
Iteración No. 1,Aprendiz 4,36,101,98.11428571,14,15
Iteración No. 1,Aprendiz 4,36,101,98.11428571,15,16
Iteración No. 1,Aprendiz 4,36,101,98.11428571,16,17
Iteración No. 1,Aprendiz 4,36,101,98.11428571,21,18
Iteración No. 1,Aprendiz 4,36,101,98.11428571,19,19
Iteración No. 1,Aprendiz 4,36,101,98.11428571,13,20
Iteración No. 1,Aprendiz 4,36,101,98.11428571,22,21
Iteración No. 1,Aprendiz 4,36,101,98.11428571,18,22
Iteración No. 1,Aprendiz 4,36,101,98.11428571,20,23
Iteración No. 1,Aprendiz 4,36,101,98.11428571,23,24
Iteración No. 1,Aprendiz 4,36,101,98.11428571,33,25
Iteración No. 1,Aprendiz 4,36,101,98.11428571,28,26
Iteración No. 1,Aprendiz 4,36,101,98.11428571,26,27
Iteración No. 1,Aprendiz 4,36,101,98.11428571,27,28
Iteración No. 1,Aprendiz 4,36,101,98.11428571,25,29
Iteración No. 1,Aprendiz 4,36,101,98.11428571,31,30
Iteración No. 1,Aprendiz 4,36,101,98.11428571,29,31
Iteración No. 1,Aprendiz 4,36,101,98.11428571,35,32
Iteración No. 1,Aprendiz 4,36,101,98.11428571,34,33
Iteración No. 1,Aprendiz 4,36,101,98.11428571,36,34
Iteración No. 1,Aprendiz 4,36,101,98.11428571,32,35
Iteración No. 1,Aprendiz 4,36,101,98.11428571,30,36
,,,,,,
Iteración No. 1,Aprendiz 5,35,131,97.14705882,1,1
Iteración No. 1,Aprendiz 5,35,131,97.14705882,6,2
Iteración No. 1,Aprendiz 5,35,131,97.14705882,5,3
Iteración No. 1,Aprendiz 5,35,131,97.14705882,4,4
Iteración No. 1,Aprendiz 5,35,131,97.14705882,7,5
Iteración No. 1,Aprendiz 5,35,131,97.14705882,12,6
Iteración No. 1,Aprendiz 5,35,131,97.14705882,3,7
Iteración No. 1,Aprendiz 5,35,131,97.14705882,11,8
Iteración No. 1,Aprendiz 5,35,131,97.14705882,8,9
Iteración No. 1,Aprendiz 5,35,131,97.14705882,9,10
Iteración No. 1,Aprendiz 5,35,131,97.14705882,10,11
Iteración No. 1,Aprendiz 5,35,131,97.14705882,13,12
Iteración No. 1,Aprendiz 5,35,131,97.14705882,21,13
Iteración No. 1,Aprendiz 5,35,131,97.14705882,15,14
Iteración No. 1,Aprendiz 5,35,131,97.14705882,18,15
Iteración No. 1,Aprendiz 5,35,131,97.14705882,14,16
Iteración No. 1,Aprendiz 5,35,131,97.14705882,19,17
Iteración No. 1,Aprendiz 5,35,131,97.14705882,16,18
Iteración No. 1,Aprendiz 5,35,131,97.14705882,23,19
Iteración No. 1,Aprendiz 5,35,131,97.14705882,20,20
Iteración No. 1,Aprendiz 5,35,131,97.14705882,17,21
Iteración No. 1,Aprendiz 5,35,131,97.14705882,24,22
Iteración No. 1,Aprendiz 5,35,131,97.14705882,22,23
Iteración No. 1,Aprendiz 5,35,131,97.14705882,27,24
Iteración No. 1,Aprendiz 5,35,131,97.14705882,33,25
Iteración No. 1,Aprendiz 5,35,131,97.14705882,25,26
Iteración No. 1,Aprendiz 5,35,131,97.14705882,28,27
Iteración No. 1,Aprendiz 5,35,131,97.14705882,26,28
Iteración No. 1,Aprendiz 5,35,131,97.14705882,36,29
Iteración No. 1,Aprendiz 5,35,131,97.14705882,30,30
Iteración No. 1,Aprendiz 5,35,131,97.14705882,31,31
Iteración No. 1,Aprendiz 5,35,131,97.14705882,29,32
Iteración No. 1,Aprendiz 5,35,131,97.14705882,32,33
Iteración No. 1,Aprendiz 5,35,131,97.14705882,34,34
Iteración No. 1,Aprendiz 5,35,131,97.14705882,35,35
,,,,,,
Iteración No. 1,Aprendiz 6,36,137,97.08571429,1,1
Iteración No. 1,Aprendiz 6,36,137,97.08571429,6,2
Iteración No. 1,Aprendiz 6,36,137,97.08571429,10,3
Iteración No. 1,Aprendiz 6,36,137,97.08571429,5,4
Iteración No. 1,Aprendiz 6,36,137,97.08571429,12,5
Iteración No. 1,Aprendiz 6,36,137,97.08571429,3,6
Iteración No. 1,Aprendiz 6,36,137,97.08571429,2,7
Iteración No. 1,Aprendiz 6,36,137,97.08571429,7,8
Iteración No. 1,Aprendiz 6,36,137,97.08571429,11,9
Iteración No. 1,Aprendiz 6,36,137,97.08571429,4,10
Iteración No. 1,Aprendiz 6,36,137,97.08571429,8,11
Iteración No. 1,Aprendiz 6,36,137,97.08571429,9,12
Iteración No. 1,Aprendiz 6,36,137,97.08571429,15,13
Iteración No. 1,Aprendiz 6,36,137,97.08571429,20,14
Iteración No. 1,Aprendiz 6,36,137,97.08571429,14,15
Iteración No. 1,Aprendiz 6,36,137,97.08571429,17,16
Iteración No. 1,Aprendiz 6,36,137,97.08571429,21,17
Iteración No. 1,Aprendiz 6,36,137,97.08571429,19,18
Iteración No. 1,Aprendiz 6,36,137,97.08571429,16,19
Iteración No. 1,Aprendiz 6,36,137,97.08571429,13,20
Iteración No. 1,Aprendiz 6,36,137,97.08571429,18,21
Iteración No. 1,Aprendiz 6,36,137,97.08571429,22,22
Iteración No. 1,Aprendiz 6,36,137,97.08571429,23,23
Iteración No. 1,Aprendiz 6,36,137,97.08571429,24,24
Iteración No. 1,Aprendiz 6,36,137,97.08571429,26,25
Iteración No. 1,Aprendiz 6,36,137,97.08571429,33,26
Iteración No. 1,Aprendiz 6,36,137,97.08571429,36,27
Iteración No. 1,Aprendiz 6,36,137,97.08571429,32,28
Iteración No. 1,Aprendiz 6,36,137,97.08571429,28,29
Iteración No. 1,Aprendiz 6,36,137,97.08571429,25,30
Iteración No. 1,Aprendiz 6,36,137,97.08571429,34,31
Iteración No. 1,Aprendiz 6,36,137,97.08571429,35,32
Iteración No. 1,Aprendiz 6,36,137,97.08571429,31,33
Iteración No. 1,Aprendiz 6,36,137,97.08571429,30,34
Iteración No. 1,Aprendiz 6,36,137,97.08571429,29,35
Iteración No. 1,Aprendiz 6,36,137,97.08571429,27,36
,,,,,,
Iteración No. 1,Aprendiz 7,36,163,96.34285714,1,1
Iteración No. 1,Aprendiz 7,36,163,96.34285714,6,2
Iteración No. 1,Aprendiz 7,36,163,96.34285714,8,3
Iteración No. 1,Aprendiz 7,36,163,96.34285714,5,4
Iteración No. 1,Aprendiz 7,36,163,96.34285714,2,5
Iteración No. 1,Aprendiz 7,36,163,96.34285714,9,6
Iteración No. 1,Aprendiz 7,36,163,96.34285714,4,7
Iteración No. 1,Aprendiz 7,36,163,96.34285714,11,8
Iteración No. 1,Aprendiz 7,36,163,96.34285714,3,9
Iteración No. 1,Aprendiz 7,36,163,96.34285714,10,10
Iteración No. 1,Aprendiz 7,36,163,96.34285714,7,11
Iteración No. 1,Aprendiz 7,36,163,96.34285714,12,12
Iteración No. 1,Aprendiz 7,36,163,96.34285714,17,13
Iteración No. 1,Aprendiz 7,36,163,96.34285714,15,14
Iteración No. 1,Aprendiz 7,36,163,96.34285714,13,15
Iteración No. 1,Aprendiz 7,36,163,96.34285714,20,16
Iteración No. 1,Aprendiz 7,36,163,96.34285714,23,17
Iteración No. 1,Aprendiz 7,36,163,96.34285714,24,18
Iteración No. 1,Aprendiz 7,36,163,96.34285714,18,19
Iteración No. 1,Aprendiz 7,36,163,96.34285714,14,20
Iteración No. 1,Aprendiz 7,36,163,96.34285714,16,21
Iteración No. 1,Aprendiz 7,36,163,96.34285714,22,22
Iteración No. 1,Aprendiz 7,36,163,96.34285714,19,23
Iteración No. 1,Aprendiz 7,36,163,96.34285714,21,24
Iteración No. 1,Aprendiz 7,36,163,96.34285714,30,25
Iteración No. 1,Aprendiz 7,36,163,96.34285714,33,26
Iteración No. 1,Aprendiz 7,36,163,96.34285714,26,27
Iteración No. 1,Aprendiz 7,36,163,96.34285714,29,28
Iteración No. 1,Aprendiz 7,36,163,96.34285714,27,29
Iteración No. 1,Aprendiz 7,36,163,96.34285714,36,30
Iteración No. 1,Aprendiz 7,36,163,96.34285714,34,31
Iteración No. 1,Aprendiz 7,36,163,96.34285714,31,32
Iteración No. 1,Aprendiz 7,36,163,96.34285714,25,33
Iteración No. 1,Aprendiz 7,36,163,96.34285714,32,34
Iteración No. 1,Aprendiz 7,36,163,96.34285714,28,35
Iteración No. 1,Aprendiz 7,36,163,96.34285714,35,36
,,,,,,
Iteración No. 1,Aprendiz 8,36,133,97.2,1,1
Iteración No. 1,Aprendiz 8,36,133,97.2,6,2
Iteración No. 1,Aprendiz 8,36,133,97.2,3,3
Iteración No. 1,Aprendiz 8,36,133,97.2,2,4
Iteración No. 1,Aprendiz 8,36,133,97.2,11,5
Iteración No. 1,Aprendiz 8,36,133,97.2,10,6
Iteración No. 1,Aprendiz 8,36,133,97.2,7,7
Iteración No. 1,Aprendiz 8,36,133,97.2,8,8
Iteración No. 1,Aprendiz 8,36,133,97.2,5,9
Iteración No. 1,Aprendiz 8,36,133,97.2,4,10
Iteración No. 1,Aprendiz 8,36,133,97.2,9,11
Iteración No. 1,Aprendiz 8,36,133,97.2,12,12
Iteración No. 1,Aprendiz 8,36,133,97.2,17,13
Iteración No. 1,Aprendiz 8,36,133,97.2,13,14
Iteración No. 1,Aprendiz 8,36,133,97.2,21,15
Iteración No. 1,Aprendiz 8,36,133,97.2,15,16
Iteración No. 1,Aprendiz 8,36,133,97.2,20,17
Iteración No. 1,Aprendiz 8,36,133,97.2,16,18
Iteración No. 1,Aprendiz 8,36,133,97.2,14,19
Iteración No. 1,Aprendiz 8,36,133,97.2,18,20
Iteración No. 1,Aprendiz 8,36,133,97.2,19,21
Iteración No. 1,Aprendiz 8,36,133,97.2,22,22
Iteración No. 1,Aprendiz 8,36,133,97.2,23,23
Iteración No. 1,Aprendiz 8,36,133,97.2,24,24
Iteración No. 1,Aprendiz 8,36,133,97.2,29,25
Iteración No. 1,Aprendiz 8,36,133,97.2,34,26
Iteración No. 1,Aprendiz 8,36,133,97.2,26,27
Iteración No. 1,Aprendiz 8,36,133,97.2,30,28
Iteración No. 1,Aprendiz 8,36,133,97.2,33,29
Iteración No. 1,Aprendiz 8,36,133,97.2,25,30
Iteración No. 1,Aprendiz 8,36,133,97.2,31,31
Iteración No. 1,Aprendiz 8,36,133,97.2,27,32
Iteración No. 1,Aprendiz 8,36,133,97.2,32,33
Iteración No. 1,Aprendiz 8,36,133,97.2,28,34
Iteración No. 1,Aprendiz 8,36,133,97.2,36,35
Iteración No. 1,Aprendiz 8,36,133,97.2,35,36
,,,,,,
Iteración No. 1,Aprendiz 9,36,261,93.54285714,1,1
Iteración No. 1,Aprendiz 9,36,261,93.54285714,12,2
Iteración No. 1,Aprendiz 9,36,261,93.54285714,3,3
Iteración No. 1,Aprendiz 9,36,261,93.54285714,6,4
Iteración No. 1,Aprendiz 9,36,261,93.54285714,4,5
Iteración No. 1,Aprendiz 9,36,261,93.54285714,5,6
Iteración No. 1,Aprendiz 9,36,261,93.54285714,11,7
Iteración No. 1,Aprendiz 9,36,261,93.54285714,7,8
Iteración No. 1,Aprendiz 9,36,261,93.54285714,2,9
Iteración No. 1,Aprendiz 9,36,261,93.54285714,10,10
Iteración No. 1,Aprendiz 9,36,261,93.54285714,9,11
Iteración No. 1,Aprendiz 9,36,261,93.54285714,8,12
Iteración No. 1,Aprendiz 9,36,261,93.54285714,13,13
Iteración No. 1,Aprendiz 9,36,261,93.54285714,19,14
Iteración No. 1,Aprendiz 9,36,261,93.54285714,15,15
Iteración No. 1,Aprendiz 9,36,261,93.54285714,18,16
Iteración No. 1,Aprendiz 9,36,261,93.54285714,16,17
Iteración No. 1,Aprendiz 9,36,261,93.54285714,24,18
Iteración No. 1,Aprendiz 9,36,261,93.54285714,14,19
Iteración No. 1,Aprendiz 9,36,261,93.54285714,21,20
Iteración No. 1,Aprendiz 9,36,261,93.54285714,20,21
Iteración No. 1,Aprendiz 9,36,261,93.54285714,22,22
Iteración No. 1,Aprendiz 9,36,261,93.54285714,23,23
Iteración No. 1,Aprendiz 9,36,261,93.54285714,17,24
Iteración No. 1,Aprendiz 9,36,261,93.54285714,34,25
Iteración No. 1,Aprendiz 9,36,261,93.54285714,27,26
Iteración No. 1,Aprendiz 9,36,261,93.54285714,32,27
Iteración No. 1,Aprendiz 9,36,261,93.54285714,25,28
Iteración No. 1,Aprendiz 9,36,261,93.54285714,33,29
Iteración No. 1,Aprendiz 9,36,261,93.54285714,29,30
Iteración No. 1,Aprendiz 9,36,261,93.54285714,28,31
Iteración No. 1,Aprendiz 9,36,261,93.54285714,31,32
Iteración No. 1,Aprendiz 9,36,261,93.54285714,35,33
Iteración No. 1,Aprendiz 9,36,261,93.54285714,36,34
Iteración No. 1,Aprendiz 9,36,261,93.54285714,26,35
Iteración No. 1,Aprendiz 9,36,261,93.54285714,30,36
,,,,,,
Iteración No. 1,Aprendiz 10,35,67,99.02941176,1,1
Iteración No. 1,Aprendiz 10,35,67,99.02941176,9,2
Iteración No. 1,Aprendiz 10,35,67,99.02941176,8,3
Iteración No. 1,Aprendiz 10,35,67,99.02941176,12,4
Iteración No. 1,Aprendiz 10,35,67,99.02941176,5,5
Iteración No. 1,Aprendiz 10,35,67,99.02941176,2,6
Iteración No. 1,Aprendiz 10,35,67,99.02941176,7,7
Iteración No. 1,Aprendiz 10,35,67,99.02941176,6,8
Iteración No. 1,Aprendiz 10,35,67,99.02941176,3,9
Iteración No. 1,Aprendiz 10,35,67,99.02941176,10,10
Iteración No. 1,Aprendiz 10,35,67,99.02941176,4,11
Iteración No. 1,Aprendiz 10,35,67,99.02941176,17,12
Iteración No. 1,Aprendiz 10,35,67,99.02941176,21,13
Iteración No. 1,Aprendiz 10,35,67,99.02941176,19,14
Iteración No. 1,Aprendiz 10,35,67,99.02941176,13,15
Iteración No. 1,Aprendiz 10,35,67,99.02941176,18,16
Iteración No. 1,Aprendiz 10,35,67,99.02941176,20,17
Iteración No. 1,Aprendiz 10,35,67,99.02941176,16,18
Iteración No. 1,Aprendiz 10,35,67,99.02941176,22,19
Iteración No. 1,Aprendiz 10,35,67,99.02941176,15,20
Iteración No. 1,Aprendiz 10,35,67,99.02941176,14,21
Iteración No. 1,Aprendiz 10,35,67,99.02941176,23,22
Iteración No. 1,Aprendiz 10,35,67,99.02941176,24,23
Iteración No. 1,Aprendiz 10,35,67,99.02941176,28,24
Iteración No. 1,Aprendiz 10,35,67,99.02941176,32,25
Iteración No. 1,Aprendiz 10,35,67,99.02941176,36,26
Iteración No. 1,Aprendiz 10,35,67,99.02941176,27,27
Iteración No. 1,Aprendiz 10,35,67,99.02941176,33,28
Iteración No. 1,Aprendiz 10,35,67,99.02941176,25,29
Iteración No. 1,Aprendiz 10,35,67,99.02941176,29,30
Iteración No. 1,Aprendiz 10,35,67,99.02941176,26,31
Iteración No. 1,Aprendiz 10,35,67,99.02941176,30,32
Iteración No. 1,Aprendiz 10,35,67,99.02941176,34,33
Iteración No. 1,Aprendiz 10,35,67,99.02941176,31,34
Iteración No. 1,Aprendiz 10,35,67,99.02941176,35,35
,,,,,,
Iteración No. 2,Aprendiz 1,36,199,95.31428571,1,1
Iteración No. 2,Aprendiz 1,36,199,95.31428571,2,2
Iteración No. 2,Aprendiz 1,36,199,95.31428571,3,3
Iteración No. 2,Aprendiz 1,36,199,95.31428571,5,4
Iteración No. 2,Aprendiz 1,36,199,95.31428571,6,5
Iteración No. 2,Aprendiz 1,36,199,95.31428571,4,6
Iteración No. 2,Aprendiz 1,36,199,95.31428571,7,7
Iteración No. 2,Aprendiz 1,36,199,95.31428571,12,8
Iteración No. 2,Aprendiz 1,36,199,95.31428571,10,9
Iteración No. 2,Aprendiz 1,36,199,95.31428571,9,10
Iteración No. 2,Aprendiz 1,36,199,95.31428571,8,11
Iteración No. 2,Aprendiz 1,36,199,95.31428571,11,12
Iteración No. 2,Aprendiz 1,36,199,95.31428571,23,13
Iteración No. 2,Aprendiz 1,36,199,95.31428571,19,14
Iteración No. 2,Aprendiz 1,36,199,95.31428571,14,15
Iteración No. 2,Aprendiz 1,36,199,95.31428571,17,16
Iteración No. 2,Aprendiz 1,36,199,95.31428571,18,17
Iteración No. 2,Aprendiz 1,36,199,95.31428571,13,18
Iteración No. 2,Aprendiz 1,36,199,95.31428571,16,19
Iteración No. 2,Aprendiz 1,36,199,95.31428571,21,20
Iteración No. 2,Aprendiz 1,36,199,95.31428571,24,21
Iteración No. 2,Aprendiz 1,36,199,95.31428571,15,22
Iteración No. 2,Aprendiz 1,36,199,95.31428571,20,23
Iteración No. 2,Aprendiz 1,36,199,95.31428571,22,24
Iteración No. 2,Aprendiz 1,36,199,95.31428571,30,25
Iteración No. 2,Aprendiz 1,36,199,95.31428571,36,26
Iteración No. 2,Aprendiz 1,36,199,95.31428571,26,27
Iteración No. 2,Aprendiz 1,36,199,95.31428571,32,28
Iteración No. 2,Aprendiz 1,36,199,95.31428571,28,29
Iteración No. 2,Aprendiz 1,36,199,95.31428571,33,30
Iteración No. 2,Aprendiz 1,36,199,95.31428571,27,31
Iteración No. 2,Aprendiz 1,36,199,95.31428571,29,32
Iteración No. 2,Aprendiz 1,36,199,95.31428571,35,33
Iteración No. 2,Aprendiz 1,36,199,95.31428571,31,34
Iteración No. 2,Aprendiz 1,36,199,95.31428571,25,35
Iteración No. 2,Aprendiz 1,36,199,95.31428571,34,36
,,,,,,
Iteración No. 2,Aprendiz 2,36,133,97.2,1,1
Iteración No. 2,Aprendiz 2,36,133,97.2,7,2
Iteración No. 2,Aprendiz 2,36,133,97.2,3,3
Iteración No. 2,Aprendiz 2,36,133,97.2,4,4
Iteración No. 2,Aprendiz 2,36,133,97.2,11,5
Iteración No. 2,Aprendiz 2,36,133,97.2,10,6
Iteración No. 2,Aprendiz 2,36,133,97.2,6,7
Iteración No. 2,Aprendiz 2,36,133,97.2,8,8
Iteración No. 2,Aprendiz 2,36,133,97.2,5,9
Iteración No. 2,Aprendiz 2,36,133,97.2,2,10
Iteración No. 2,Aprendiz 2,36,133,97.2,12,11
Iteración No. 2,Aprendiz 2,36,133,97.2,9,12
Iteración No. 2,Aprendiz 2,36,133,97.2,15,13
Iteración No. 2,Aprendiz 2,36,133,97.2,23,14
Iteración No. 2,Aprendiz 2,36,133,97.2,21,15
Iteración No. 2,Aprendiz 2,36,133,97.2,14,16
Iteración No. 2,Aprendiz 2,36,133,97.2,17,17
Iteración No. 2,Aprendiz 2,36,133,97.2,22,18
Iteración No. 2,Aprendiz 2,36,133,97.2,16,19
Iteración No. 2,Aprendiz 2,36,133,97.2,19,20
Iteración No. 2,Aprendiz 2,36,133,97.2,18,21
Iteración No. 2,Aprendiz 2,36,133,97.2,13,22
Iteración No. 2,Aprendiz 2,36,133,97.2,20,23
Iteración No. 2,Aprendiz 2,36,133,97.2,24,24
Iteración No. 2,Aprendiz 2,36,133,97.2,29,25
Iteración No. 2,Aprendiz 2,36,133,97.2,28,26
Iteración No. 2,Aprendiz 2,36,133,97.2,25,27
Iteración No. 2,Aprendiz 2,36,133,97.2,34,28
Iteración No. 2,Aprendiz 2,36,133,97.2,32,29
Iteración No. 2,Aprendiz 2,36,133,97.2,27,30
Iteración No. 2,Aprendiz 2,36,133,97.2,35,31
Iteración No. 2,Aprendiz 2,36,133,97.2,31,32
Iteración No. 2,Aprendiz 2,36,133,97.2,26,33
Iteración No. 2,Aprendiz 2,36,133,97.2,30,34
Iteración No. 2,Aprendiz 2,36,133,97.2,36,35
Iteración No. 2,Aprendiz 2,36,133,97.2,33,36
,,,,,,
Iteración No. 2,Aprendiz 3,36,130,97.28571429,1,1
Iteración No. 2,Aprendiz 3,36,130,97.28571429,9,2
Iteración No. 2,Aprendiz 3,36,130,97.28571429,6,3
Iteración No. 2,Aprendiz 3,36,130,97.28571429,2,4
Iteración No. 2,Aprendiz 3,36,130,97.28571429,7,5
Iteración No. 2,Aprendiz 3,36,130,97.28571429,5,6
Iteración No. 2,Aprendiz 3,36,130,97.28571429,3,7
Iteración No. 2,Aprendiz 3,36,130,97.28571429,4,8
Iteración No. 2,Aprendiz 3,36,130,97.28571429,12,9
