No. De Iteración,ID Aprendíz,No. De Elementos,Costo de la ruta,Promedio,Valor de la Píldora,Posición
Iteración No. 10,Aprendiz 1,36,196,95.4,29,33
Iteración No. 10,Aprendiz 1,36,196,95.4,33,34
Iteración No. 10,Aprendiz 1,36,196,95.4,34,35
Iteración No. 10,Aprendiz 1,36,196,95.4,36,36
,,,,,,
Iteración No. 10,Aprendiz 2,36,67,99.08571429,1,1
Iteración No. 10,Aprendiz 2,36,67,99.08571429,2,2
Iteración No. 10,Aprendiz 2,36,67,99.08571429,5,3
Iteración No. 10,Aprendiz 2,36,67,99.08571429,8,4
Iteración No. 10,Aprendiz 2,36,67,99.08571429,9,5
Iteración No. 10,Aprendiz 2,36,67,99.08571429,6,6
Iteración No. 10,Aprendiz 2,36,67,99.08571429,7,7
Iteración No. 10,Aprendiz 2,36,67,99.08571429,3,8
Iteración No. 10,Aprendiz 2,36,67,99.08571429,11,9
Iteración No. 10,Aprendiz 2,36,67,99.08571429,12,10
Iteración No. 10,Aprendiz 2,36,67,99.08571429,10,11
Iteración No. 10,Aprendiz 2,36,67,99.08571429,4,12
Iteración No. 10,Aprendiz 2,36,67,99.08571429,15,13
Iteración No. 10,Aprendiz 2,36,67,99.08571429,16,14
Iteración No. 10,Aprendiz 2,36,67,99.08571429,22,15
Iteración No. 10,Aprendiz 2,36,67,99.08571429,18,16
Iteración No. 10,Aprendiz 2,36,67,99.08571429,19,17
Iteración No. 10,Aprendiz 2,36,67,99.08571429,24,18
Iteración No. 10,Aprendiz 2,36,67,99.08571429,13,19
Iteración No. 10,Aprendiz 2,36,67,99.08571429,21,20
Iteración No. 10,Aprendiz 2,36,67,99.08571429,14,21
Iteración No. 10,Aprendiz 2,36,67,99.08571429,17,22
Iteración No. 10,Aprendiz 2,36,67,99.08571429,20,23
Iteración No. 10,Aprendiz 2,36,67,99.08571429,23,24
Iteración No. 10,Aprendiz 2,36,67,99.08571429,36,25
Iteración No. 10,Aprendiz 2,36,67,99.08571429,26,26
Iteración No. 10,Aprendiz 2,36,67,99.08571429,27,27
Iteración No. 10,Aprendiz 2,36,67,99.08571429,25,28
Iteración No. 10,Aprendiz 2,36,67,99.08571429,32,29
Iteración No. 10,Aprendiz 2,36,67,99.08571429,29,30
Iteración No. 10,Aprendiz 2,36,67,99.08571429,30,31
Iteración No. 10,Aprendiz 2,36,67,99.08571429,35,32
Iteración No. 10,Aprendiz 2,36,67,99.08571429,31,33
Iteración No. 10,Aprendiz 2,36,67,99.08571429,33,34
Iteración No. 10,Aprendiz 2,36,67,99.08571429,28,35
Iteración No. 10,Aprendiz 2,36,67,99.08571429,34,36
,,,,,,
Iteración No. 10,Aprendiz 3,36,68,99.05714286,1,1
Iteración No. 10,Aprendiz 3,36,68,99.05714286,5,2
Iteración No. 10,Aprendiz 3,36,68,99.05714286,6,3
Iteración No. 10,Aprendiz 3,36,68,99.05714286,8,4
Iteración No. 10,Aprendiz 3,36,68,99.05714286,12,5
Iteración No. 10,Aprendiz 3,36,68,99.05714286,4,6
Iteración No. 10,Aprendiz 3,36,68,99.05714286,2,7
Iteración No. 10,Aprendiz 3,36,68,99.05714286,10,8
Iteración No. 10,Aprendiz 3,36,68,99.05714286,7,9
Iteración No. 10,Aprendiz 3,36,68,99.05714286,11,10
Iteración No. 10,Aprendiz 3,36,68,99.05714286,3,11
Iteración No. 10,Aprendiz 3,36,68,99.05714286,9,12
Iteración No. 10,Aprendiz 3,36,68,99.05714286,17,13
Iteración No. 10,Aprendiz 3,36,68,99.05714286,20,14
Iteración No. 10,Aprendiz 3,36,68,99.05714286,23,15
Iteración No. 10,Aprendiz 3,36,68,99.05714286,14,16
Iteración No. 10,Aprendiz 3,36,68,99.05714286,18,17
Iteración No. 10,Aprendiz 3,36,68,99.05714286,21,18
Iteración No. 10,Aprendiz 3,36,68,99.05714286,13,19
Iteración No. 10,Aprendiz 3,36,68,99.05714286,19,20
Iteración No. 10,Aprendiz 3,36,68,99.05714286,15,21
Iteración No. 10,Aprendiz 3,36,68,99.05714286,16,22
Iteración No. 10,Aprendiz 3,36,68,99.05714286,24,23
Iteración No. 10,Aprendiz 3,36,68,99.05714286,22,24
Iteración No. 10,Aprendiz 3,36,68,99.05714286,26,25
Iteración No. 10,Aprendiz 3,36,68,99.05714286,29,26
Iteración No. 10,Aprendiz 3,36,68,99.05714286,31,27
Iteración No. 10,Aprendiz 3,36,68,99.05714286,36,28
Iteración No. 10,Aprendiz 3,36,68,99.05714286,25,29
Iteración No. 10,Aprendiz 3,36,68,99.05714286,27,30
Iteración No. 10,Aprendiz 3,36,68,99.05714286,33,31
Iteración No. 10,Aprendiz 3,36,68,99.05714286,35,32
Iteración No. 10,Aprendiz 3,36,68,99.05714286,30,33
Iteración No. 10,Aprendiz 3,36,68,99.05714286,28,34
Iteración No. 10,Aprendiz 3,36,68,99.05714286,32,35
Iteración No. 10,Aprendiz 3,36,68,99.05714286,34,36
,,,,,,
Iteración No. 10,Aprendiz 4,36,195,95.42857143,1,1
Iteración No. 10,Aprendiz 4,36,195,95.42857143,6,2
Iteración No. 10,Aprendiz 4,36,195,95.42857143,7,3
Iteración No. 10,Aprendiz 4,36,195,95.42857143,9,4
Iteración No. 10,Aprendiz 4,36,195,95.42857143,5,5
Iteración No. 10,Aprendiz 4,36,195,95.42857143,3,6
Iteración No. 10,Aprendiz 4,36,195,95.42857143,4,7
Iteración No. 10,Aprendiz 4,36,195,95.42857143,8,8
Iteración No. 10,Aprendiz 4,36,195,95.42857143,10,9
Iteración No. 10,Aprendiz 4,36,195,95.42857143,11,10
Iteración No. 10,Aprendiz 4,36,195,95.42857143,2,11
Iteración No. 10,Aprendiz 4,36,195,95.42857143,12,12
Iteración No. 10,Aprendiz 4,36,195,95.42857143,15,13
Iteración No. 10,Aprendiz 4,36,195,95.42857143,13,14
Iteración No. 10,Aprendiz 4,36,195,95.42857143,14,15
Iteración No. 10,Aprendiz 4,36,195,95.42857143,16,16
Iteración No. 10,Aprendiz 4,36,195,95.42857143,24,17
Iteración No. 10,Aprendiz 4,36,195,95.42857143,21,18
Iteración No. 10,Aprendiz 4,36,195,95.42857143,17,19
Iteración No. 10,Aprendiz 4,36,195,95.42857143,23,20
Iteración No. 10,Aprendiz 4,36,195,95.42857143,22,21
Iteración No. 10,Aprendiz 4,36,195,95.42857143,18,22
Iteración No. 10,Aprendiz 4,36,195,95.42857143,19,23
Iteración No. 10,Aprendiz 4,36,195,95.42857143,20,24
Iteración No. 10,Aprendiz 4,36,195,95.42857143,34,25
Iteración No. 10,Aprendiz 4,36,195,95.42857143,28,26
Iteración No. 10,Aprendiz 4,36,195,95.42857143,30,27
Iteración No. 10,Aprendiz 4,36,195,95.42857143,36,28
Iteración No. 10,Aprendiz 4,36,195,95.42857143,29,29
Iteración No. 10,Aprendiz 4,36,195,95.42857143,26,30
Iteración No. 10,Aprendiz 4,36,195,95.42857143,35,31
Iteración No. 10,Aprendiz 4,36,195,95.42857143,33,32
Iteración No. 10,Aprendiz 4,36,195,95.42857143,32,33
Iteración No. 10,Aprendiz 4,36,195,95.42857143,25,34
Iteración No. 10,Aprendiz 4,36,195,95.42857143,27,35
Iteración No. 10,Aprendiz 4,36,195,95.42857143,31,36
,,,,,,
Iteración No. 10,Aprendiz 5,36,234,94.31428571,1,1
Iteración No. 10,Aprendiz 5,36,234,94.31428571,5,2
Iteración No. 10,Aprendiz 5,36,234,94.31428571,2,3
Iteración No. 10,Aprendiz 5,36,234,94.31428571,10,4
Iteración No. 10,Aprendiz 5,36,234,94.31428571,12,5
Iteración No. 10,Aprendiz 5,36,234,94.31428571,4,6
Iteración No. 10,Aprendiz 5,36,234,94.31428571,8,7
Iteración No. 10,Aprendiz 5,36,234,94.31428571,6,8
Iteración No. 10,Aprendiz 5,36,234,94.31428571,11,9
Iteración No. 10,Aprendiz 5,36,234,94.31428571,9,10
Iteración No. 10,Aprendiz 5,36,234,94.31428571,3,11
Iteración No. 10,Aprendiz 5,36,234,94.31428571,7,12
Iteración No. 10,Aprendiz 5,36,234,94.31428571,14,13
Iteración No. 10,Aprendiz 5,36,234,94.31428571,16,14
Iteración No. 10,Aprendiz 5,36,234,94.31428571,15,15
Iteración No. 10,Aprendiz 5,36,234,94.31428571,21,16
Iteración No. 10,Aprendiz 5,36,234,94.31428571,23,17
Iteración No. 10,Aprendiz 5,36,234,94.31428571,13,18
Iteración No. 10,Aprendiz 5,36,234,94.31428571,18,19
Iteración No. 10,Aprendiz 5,36,234,94.31428571,19,20
Iteración No. 10,Aprendiz 5,36,234,94.31428571,22,21
Iteración No. 10,Aprendiz 5,36,234,94.31428571,20,22
Iteración No. 10,Aprendiz 5,36,234,94.31428571,17,23
Iteración No. 10,Aprendiz 5,36,234,94.31428571,24,24
Iteración No. 10,Aprendiz 5,36,234,94.31428571,30,25
Iteración No. 10,Aprendiz 5,36,234,94.31428571,28,26
Iteración No. 10,Aprendiz 5,36,234,94.31428571,25,27
Iteración No. 10,Aprendiz 5,36,234,94.31428571,26,28
Iteración No. 10,Aprendiz 5,36,234,94.31428571,34,29
Iteración No. 10,Aprendiz 5,36,234,94.31428571,29,30
Iteración No. 10,Aprendiz 5,36,234,94.31428571,27,31
Iteración No. 10,Aprendiz 5,36,234,94.31428571,32,32
Iteración No. 10,Aprendiz 5,36,234,94.31428571,36,33
Iteración No. 10,Aprendiz 5,36,234,94.31428571,31,34
Iteración No. 10,Aprendiz 5,36,234,94.31428571,35,35
Iteración No. 10,Aprendiz 5,36,234,94.31428571,33,36
,,,,,,
Iteración No. 10,Aprendiz 6,35,96,98.17647059,1,1
Iteración No. 10,Aprendiz 6,35,96,98.17647059,8,2
Iteración No. 10,Aprendiz 6,35,96,98.17647059,7,3
Iteración No. 10,Aprendiz 6,35,96,98.17647059,5,4
Iteración No. 10,Aprendiz 6,35,96,98.17647059,6,5
Iteración No. 10,Aprendiz 6,35,96,98.17647059,3,6
Iteración No. 10,Aprendiz 6,35,96,98.17647059,2,7
Iteración No. 10,Aprendiz 6,35,96,98.17647059,12,8
Iteración No. 10,Aprendiz 6,35,96,98.17647059,9,9
Iteración No. 10,Aprendiz 6,35,96,98.17647059,10,10
Iteración No. 10,Aprendiz 6,35,96,98.17647059,4,11
Iteración No. 10,Aprendiz 6,35,96,98.17647059,22,12
Iteración No. 10,Aprendiz 6,35,96,98.17647059,20,13
Iteración No. 10,Aprendiz 6,35,96,98.17647059,13,14
Iteración No. 10,Aprendiz 6,35,96,98.17647059,23,15
Iteración No. 10,Aprendiz 6,35,96,98.17647059,16,16
Iteración No. 10,Aprendiz 6,35,96,98.17647059,15,17
Iteración No. 10,Aprendiz 6,35,96,98.17647059,24,18
Iteración No. 10,Aprendiz 6,35,96,98.17647059,19,19
Iteración No. 10,Aprendiz 6,35,96,98.17647059,14,20
Iteración No. 10,Aprendiz 6,35,96,98.17647059,17,21
Iteración No. 10,Aprendiz 6,35,96,98.17647059,18,22
Iteración No. 10,Aprendiz 6,35,96,98.17647059,21,23
Iteración No. 10,Aprendiz 6,35,96,98.17647059,29,24
Iteración No. 10,Aprendiz 6,35,96,98.17647059,26,25
Iteración No. 10,Aprendiz 6,35,96,98.17647059,36,26
Iteración No. 10,Aprendiz 6,35,96,98.17647059,28,27
Iteración No. 10,Aprendiz 6,35,96,98.17647059,30,28
Iteración No. 10,Aprendiz 6,35,96,98.17647059,27,29
Iteración No. 10,Aprendiz 6,35,96,98.17647059,31,30
Iteración No. 10,Aprendiz 6,35,96,98.17647059,25,31
Iteración No. 10,Aprendiz 6,35,96,98.17647059,33,32
Iteración No. 10,Aprendiz 6,35,96,98.17647059,35,33
Iteración No. 10,Aprendiz 6,35,96,98.17647059,34,34
Iteración No. 10,Aprendiz 6,35,96,98.17647059,32,35
,,,,,,
Iteración No. 10,Aprendiz 7,34,33,100,1,1
Iteración No. 10,Aprendiz 7,34,33,100,3,2
Iteración No. 10,Aprendiz 7,34,33,100,8,3
Iteración No. 10,Aprendiz 7,34,33,100,10,4
Iteración No. 10,Aprendiz 7,34,33,100,11,5
Iteración No. 10,Aprendiz 7,34,33,100,2,6
Iteración No. 10,Aprendiz 7,34,33,100,6,7
Iteración No. 10,Aprendiz 7,34,33,100,4,8
Iteración No. 10,Aprendiz 7,34,33,100,7,9
Iteración No. 10,Aprendiz 7,34,33,100,12,10
Iteración No. 10,Aprendiz 7,34,33,100,5,11
Iteración No. 10,Aprendiz 7,34,33,100,21,12
Iteración No. 10,Aprendiz 7,34,33,100,14,13
Iteración No. 10,Aprendiz 7,34,33,100,22,14
Iteración No. 10,Aprendiz 7,34,33,100,23,15
Iteración No. 10,Aprendiz 7,34,33,100,20,16
Iteración No. 10,Aprendiz 7,34,33,100,13,17
Iteración No. 10,Aprendiz 7,34,33,100,16,18
Iteración No. 10,Aprendiz 7,34,33,100,19,19
Iteración No. 10,Aprendiz 7,34,33,100,15,20
Iteración No. 10,Aprendiz 7,34,33,100,17,21
Iteración No. 10,Aprendiz 7,34,33,100,18,22
Iteración No. 10,Aprendiz 7,34,33,100,25,23
Iteración No. 10,Aprendiz 7,34,33,100,28,24
Iteración No. 10,Aprendiz 7,34,33,100,27,25
Iteración No. 10,Aprendiz 7,34,33,100,29,26
Iteración No. 10,Aprendiz 7,34,33,100,32,27
Iteración No. 10,Aprendiz 7,34,33,100,31,28
Iteración No. 10,Aprendiz 7,34,33,100,26,29
Iteración No. 10,Aprendiz 7,34,33,100,34,30
Iteración No. 10,Aprendiz 7,34,33,100,30,31
Iteración No. 10,Aprendiz 7,34,33,100,33,32
Iteración No. 10,Aprendiz 7,34,33,100,35,33
Iteración No. 10,Aprendiz 7,34,33,100,36,34
,,,,,,
Iteración No. 10,Aprendiz 8,36,103,98.05714286,1,1
Iteración No. 10,Aprendiz 8,36,103,98.05714286,10,2
Iteración No. 10,Aprendiz 8,36,103,98.05714286,3,3
Iteración No. 10,Aprendiz 8,36,103,98.05714286,5,4
Iteración No. 10,Aprendiz 8,36,103,98.05714286,9,5
Iteración No. 10,Aprendiz 8,36,103,98.05714286,8,6
Iteración No. 10,Aprendiz 8,36,103,98.05714286,7,7
Iteración No. 10,Aprendiz 8,36,103,98.05714286,6,8
Iteración No. 10,Aprendiz 8,36,103,98.05714286,11,9
Iteración No. 10,Aprendiz 8,36,103,98.05714286,2,10
Iteración No. 10,Aprendiz 8,36,103,98.05714286,12,11
Iteración No. 10,Aprendiz 8,36,103,98.05714286,4,12
Iteración No. 10,Aprendiz 8,36,103,98.05714286,13,13
Iteración No. 10,Aprendiz 8,36,103,98.05714286,24,14
Iteración No. 10,Aprendiz 8,36,103,98.05714286,18,15
Iteración No. 10,Aprendiz 8,36,103,98.05714286,15,16
Iteración No. 10,Aprendiz 8,36,103,98.05714286,17,17
Iteración No. 10,Aprendiz 8,36,103,98.05714286,14,18
Iteración No. 10,Aprendiz 8,36,103,98.05714286,16,19
Iteración No. 10,Aprendiz 8,36,103,98.05714286,21,20
Iteración No. 10,Aprendiz 8,36,103,98.05714286,23,21
Iteración No. 10,Aprendiz 8,36,103,98.05714286,22,22
Iteración No. 10,Aprendiz 8,36,103,98.05714286,20,23
Iteración No. 10,Aprendiz 8,36,103,98.05714286,19,24
Iteración No. 10,Aprendiz 8,36,103,98.05714286,25,25
Iteración No. 10,Aprendiz 8,36,103,98.05714286,36,26
Iteración No. 10,Aprendiz 8,36,103,98.05714286,34,27
Iteración No. 10,Aprendiz 8,36,103,98.05714286,30,28
Iteración No. 10,Aprendiz 8,36,103,98.05714286,28,29
Iteración No. 10,Aprendiz 8,36,103,98.05714286,35,30
Iteración No. 10,Aprendiz 8,36,103,98.05714286,31,31
Iteración No. 10,Aprendiz 8,36,103,98.05714286,32,32
Iteración No. 10,Aprendiz 8,36,103,98.05714286,26,33
Iteración No. 10,Aprendiz 8,36,103,98.05714286,27,34
Iteración No. 10,Aprendiz 8,36,103,98.05714286,33,35
Iteración No. 10,Aprendiz 8,36,103,98.05714286,29,36
,,,,,,
Iteración No. 10,Aprendiz 9,35,97,98.14705882,1,1
Iteración No. 10,Aprendiz 9,35,97,98.14705882,11,2
Iteración No. 10,Aprendiz 9,35,97,98.14705882,3,3
Iteración No. 10,Aprendiz 9,35,97,98.14705882,5,4
Iteración No. 10,Aprendiz 9,35,97,98.14705882,4,5
Iteración No. 10,Aprendiz 9,35,97,98.14705882,10,6
Iteración No. 10,Aprendiz 9,35,97,98.14705882,2,7
Iteración No. 10,Aprendiz 9,35,97,98.14705882,8,8
Iteración No. 10,Aprendiz 9,35,97,98.14705882,6,9
Iteración No. 10,Aprendiz 9,35,97,98.14705882,9,10
Iteración No. 10,Aprendiz 9,35,97,98.14705882,7,11
Iteración No. 10,Aprendiz 9,35,97,98.14705882,19,12
Iteración No. 10,Aprendiz 9,35,97,98.14705882,14,13
Iteración No. 10,Aprendiz 9,35,97,98.14705882,13,14
Iteración No. 10,Aprendiz 9,35,97,98.14705882,15,15
Iteración No. 10,Aprendiz 9,35,97,98.14705882,18,16
Iteración No. 10,Aprendiz 9,35,97,98.14705882,21,17
Iteración No. 10,Aprendiz 9,35,97,98.14705882,16,18
Iteración No. 10,Aprendiz 9,35,97,98.14705882,20,19
Iteración No. 10,Aprendiz 9,35,97,98.14705882,24,20
Iteración No. 10,Aprendiz 9,35,97,98.14705882,22,21
Iteración No. 10,Aprendiz 9,35,97,98.14705882,17,22
Iteración No. 10,Aprendiz 9,35,97,98.14705882,23,23
Iteración No. 10,Aprendiz 9,35,97,98.14705882,32,24
Iteración No. 10,Aprendiz 9,35,97,98.14705882,25,25
Iteración No. 10,Aprendiz 9,35,97,98.14705882,30,26
Iteración No. 10,Aprendiz 9,35,97,98.14705882,28,27
Iteración No. 10,Aprendiz 9,35,97,98.14705882,26,28
Iteración No. 10,Aprendiz 9,35,97,98.14705882,35,29
Iteración No. 10,Aprendiz 9,35,97,98.14705882,27,30
Iteración No. 10,Aprendiz 9,35,97,98.14705882,29,31
Iteración No. 10,Aprendiz 9,35,97,98.14705882,31,32
Iteración No. 10,Aprendiz 9,35,97,98.14705882,33,33
Iteración No. 10,Aprendiz 9,35,97,98.14705882,36,34
Iteración No. 10,Aprendiz 9,35,97,98.14705882,34,35
,,,,,,
Iteración No. 10,Aprendiz 10,35,64,99.11764706,1,1
Iteración No. 10,Aprendiz 10,35,64,99.11764706,9,2
Iteración No. 10,Aprendiz 10,35,64,99.11764706,11,3
Iteración No. 10,Aprendiz 10,35,64,99.11764706,12,4
Iteración No. 10,Aprendiz 10,35,64,99.11764706,6,5
Iteración No. 10,Aprendiz 10,35,64,99.11764706,2,6
Iteración No. 10,Aprendiz 10,35,64,99.11764706,8,7
Iteración No. 10,Aprendiz 10,35,64,99.11764706,5,8
Iteración No. 10,Aprendiz 10,35,64,99.11764706,4,9
Iteración No. 10,Aprendiz 10,35,64,99.11764706,7,10
Iteración No. 10,Aprendiz 10,35,64,99.11764706,3,11
Iteración No. 10,Aprendiz 10,35,64,99.11764706,21,12
Iteración No. 10,Aprendiz 10,35,64,99.11764706,13,13
Iteración No. 10,Aprendiz 10,35,64,99.11764706,14,14
Iteración No. 10,Aprendiz 10,35,64,99.11764706,19,15
Iteración No. 10,Aprendiz 10,35,64,99.11764706,16,16
Iteración No. 10,Aprendiz 10,35,64,99.11764706,22,17
Iteración No. 10,Aprendiz 10,35,64,99.11764706,20,18
Iteración No. 10,Aprendiz 10,35,64,99.11764706,15,19
Iteración No. 10,Aprendiz 10,35,64,99.11764706,17,20
Iteración No. 10,Aprendiz 10,35,64,99.11764706,18,21
Iteración No. 10,Aprendiz 10,35,64,99.11764706,24,22
Iteración No. 10,Aprendiz 10,35,64,99.11764706,23,23
Iteración No. 10,Aprendiz 10,35,64,99.11764706,28,24
Iteración No. 10,Aprendiz 10,35,64,99.11764706,29,25
Iteración No. 10,Aprendiz 10,35,64,99.11764706,36,26
Iteración No. 10,Aprendiz 10,35,64,99.11764706,25,27
Iteración No. 10,Aprendiz 10,35,64,99.11764706,26,28
Iteración No. 10,Aprendiz 10,35,64,99.11764706,33,29
Iteración No. 10,Aprendiz 10,35,64,99.11764706,30,30
Iteración No. 10,Aprendiz 10,35,64,99.11764706,31,31
Iteración No. 10,Aprendiz 10,35,64,99.11764706,34,32
Iteración No. 10,Aprendiz 10,35,64,99.11764706,32,33
Iteración No. 10,Aprendiz 10,35,64,99.11764706,27,34
Iteración No. 10,Aprendiz 10,35,64,99.11764706,35,35
,,,,,,
Iteración No. 11,Aprendiz 1,36,196,95.4,1,1
Iteración No. 11,Aprendiz 1,36,196,95.4,10,2
Iteración No. 11,Aprendiz 1,36,196,95.4,8,3
Iteración No. 11,Aprendiz 1,36,196,95.4,11,4
Iteración No. 11,Aprendiz 1,36,196,95.4,4,5
Iteración No. 11,Aprendiz 1,36,196,95.4,12,6
Iteración No. 11,Aprendiz 1,36,196,95.4,9,7
Iteración No. 11,Aprendiz 1,36,196,95.4,7,8
Iteración No. 11,Aprendiz 1,36,196,95.4,5,9
Iteración No. 11,Aprendiz 1,36,196,95.4,2,10
Iteración No. 11,Aprendiz 1,36,196,95.4,6,11
Iteración No. 11,Aprendiz 1,36,196,95.4,3,12
Iteración No. 11,Aprendiz 1,36,196,95.4,14,13
Iteración No. 11,Aprendiz 1,36,196,95.4,13,14
Iteración No. 11,Aprendiz 1,36,196,95.4,15,15
Iteración No. 11,Aprendiz 1,36,196,95.4,19,16
Iteración No. 11,Aprendiz 1,36,196,95.4,16,17
Iteración No. 11,Aprendiz 1,36,196,95.4,17,18
Iteración No. 11,Aprendiz 1,36,196,95.4,23,19
Iteración No. 11,Aprendiz 1,36,196,95.4,22,20
Iteración No. 11,Aprendiz 1,36,196,95.4,18,21
Iteración No. 11,Aprendiz 1,36,196,95.4,21,22
Iteración No. 11,Aprendiz 1,36,196,95.4,24,23
Iteración No. 11,Aprendiz 1,36,196,95.4,20,24
Iteración No. 11,Aprendiz 1,36,196,95.4,25,25
Iteración No. 11,Aprendiz 1,36,196,95.4,27,26
Iteración No. 11,Aprendiz 1,36,196,95.4,28,27
Iteración No. 11,Aprendiz 1,36,196,95.4,35,28
Iteración No. 11,Aprendiz 1,36,196,95.4,36,29
Iteración No. 11,Aprendiz 1,36,196,95.4,31,30
Iteración No. 11,Aprendiz 1,36,196,95.4,32,31
Iteración No. 11,Aprendiz 1,36,196,95.4,26,32
Iteración No. 11,Aprendiz 1,36,196,95.4,30,33
Iteración No. 11,Aprendiz 1,36,196,95.4,34,34
Iteración No. 11,Aprendiz 1,36,196,95.4,33,35
Iteración No. 11,Aprendiz 1,36,196,95.4,29,36
,,,,,,
Iteración No. 11,Aprendiz 2,35,97,98.14705882,1,1
Iteración No. 11,Aprendiz 2,35,97,98.14705882,2,2
Iteración No. 11,Aprendiz 2,35,97,98.14705882,10,3
Iteración No. 11,Aprendiz 2,35,97,98.14705882,7,4
Iteración No. 11,Aprendiz 2,35,97,98.14705882,3,5
Iteración No. 11,Aprendiz 2,35,97,98.14705882,9,6
Iteración No. 11,Aprendiz 2,35,97,98.14705882,4,7
Iteración No. 11,Aprendiz 2,35,97,98.14705882,6,8
Iteración No. 11,Aprendiz 2,35,97,98.14705882,5,9
Iteración No. 11,Aprendiz 2,35,97,98.14705882,11,10
Iteración No. 11,Aprendiz 2,35,97,98.14705882,8,11
Iteración No. 11,Aprendiz 2,35,97,98.14705882,18,12
Iteración No. 11,Aprendiz 2,35,97,98.14705882,14,13
Iteración No. 11,Aprendiz 2,35,97,98.14705882,21,14
Iteración No. 11,Aprendiz 2,35,97,98.14705882,15,15
Iteración No. 11,Aprendiz 2,35,97,98.14705882,13,16
Iteración No. 11,Aprendiz 2,35,97,98.14705882,16,17
Iteración No. 11,Aprendiz 2,35,97,98.14705882,17,18
Iteración No. 11,Aprendiz 2,35,97,98.14705882,19,19
Iteración No. 11,Aprendiz 2,35,97,98.14705882,20,20
Iteración No. 11,Aprendiz 2,35,97,98.14705882,22,21
Iteración No. 11,Aprendiz 2,35,97,98.14705882,24,22
Iteración No. 11,Aprendiz 2,35,97,98.14705882,23,23
Iteración No. 11,Aprendiz 2,35,97,98.14705882,30,24
Iteración No. 11,Aprendiz 2,35,97,98.14705882,34,25
Iteración No. 11,Aprendiz 2,35,97,98.14705882,32,26
Iteración No. 11,Aprendiz 2,35,97,98.14705882,29,27
Iteración No. 11,Aprendiz 2,35,97,98.14705882,35,28
Iteración No. 11,Aprendiz 2,35,97,98.14705882,27,29
Iteración No. 11,Aprendiz 2,35,97,98.14705882,25,30
Iteración No. 11,Aprendiz 2,35,97,98.14705882,33,31
Iteración No. 11,Aprendiz 2,35,97,98.14705882,31,32
Iteración No. 11,Aprendiz 2,35,97,98.14705882,28,33
Iteración No. 11,Aprendiz 2,35,97,98.14705882,36,34
Iteración No. 11,Aprendiz 2,35,97,98.14705882,26,35
,,,,,,
Iteración No. 11,Aprendiz 3,34,134,96.93939394,1,1
Iteración No. 11,Aprendiz 3,34,134,96.93939394,4,2
Iteración No. 11,Aprendiz 3,34,134,96.93939394,6,3
Iteración No. 11,Aprendiz 3,34,134,96.93939394,3,4
Iteración No. 11,Aprendiz 3,34,134,96.93939394,5,5
Iteración No. 11,Aprendiz 3,34,134,96.93939394,10,6
Iteración No. 11,Aprendiz 3,34,134,96.93939394,11,7
Iteración No. 11,Aprendiz 3,34,134,96.93939394,7,8
Iteración No. 11,Aprendiz 3,34,134,96.93939394,9,9
Iteración No. 11,Aprendiz 3,34,134,96.93939394,12,10
Iteración No. 11,Aprendiz 3,34,134,96.93939394,8,11
Iteración No. 11,Aprendiz 3,34,134,96.93939394,14,12
Iteración No. 11,Aprendiz 3,34,134,96.93939394,18,13
Iteración No. 11,Aprendiz 3,34,134,96.93939394,20,14
Iteración No. 11,Aprendiz 3,34,134,96.93939394,17,15
Iteración No. 11,Aprendiz 3,34,134,96.93939394,21,16
Iteración No. 11,Aprendiz 3,34,134,96.93939394,19,17
Iteración No. 11,Aprendiz 3,34,134,96.93939394,13,18
Iteración No. 11,Aprendiz 3,34,134,96.93939394,24,19
Iteración No. 11,Aprendiz 3,34,134,96.93939394,15,20
Iteración No. 11,Aprendiz 3,34,134,96.93939394,16,21
Iteración No. 11,Aprendiz 3,34,134,96.93939394,22,22
Iteración No. 11,Aprendiz 3,34,134,96.93939394,29,23
Iteración No. 11,Aprendiz 3,34,134,96.93939394,34,24
Iteración No. 11,Aprendiz 3,34,134,96.93939394,30,25
Iteración No. 11,Aprendiz 3,34,134,96.93939394,25,26
Iteración No. 11,Aprendiz 3,34,134,96.93939394,36,27
Iteración No. 11,Aprendiz 3,34,134,96.93939394,31,28
Iteración No. 11,Aprendiz 3,34,134,96.93939394,26,29
Iteración No. 11,Aprendiz 3,34,134,96.93939394,27,30
Iteración No. 11,Aprendiz 3,34,134,96.93939394,33,31
Iteración No. 11,Aprendiz 3,34,134,96.93939394,28,32
Iteración No. 11,Aprendiz 3,34,134,96.93939394,32,33
Iteración No. 11,Aprendiz 3,34,134,96.93939394,35,34
,,,,,,
Iteración No. 11,Aprendiz 4,35,156,96.41176471,1,1
Iteración No. 11,Aprendiz 4,35,156,96.41176471,9,2
Iteración No. 11,Aprendiz 4,35,156,96.41176471,2,3
Iteración No. 11,Aprendiz 4,35,156,96.41176471,4,4
Iteración No. 11,Aprendiz 4,35,156,96.41176471,5,5
Iteración No. 11,Aprendiz 4,35,156,96.41176471,7,6
Iteración No. 11,Aprendiz 4,35,156,96.41176471,6,7
Iteración No. 11,Aprendiz 4,35,156,96.41176471,8,8
Iteración No. 11,Aprendiz 4,35,156,96.41176471,12,9
Iteración No. 11,Aprendiz 4,35,156,96.41176471,11,10
Iteración No. 11,Aprendiz 4,35,156,96.41176471,10,11
